"Duree_Connexion","Octets_Source_Vers_Dest","Octets_Dest_Vers_Source","Taux_Paquets_Secondes","Fenetre_TCP_Moyenne","Ports_Dest_Distincts","Connexions_Simultanees","Taux_Erreur_CheckSum","Frequence_SYN_Flags","Statut_Menace"
141686.69,3592.91,770.31,70.04,16384,3,8,0.0101,0.0308,"0"
14417.36,5897.75,3594.12,87.29,4096,2,4,0.0443,0.1697,"0"
12074.11,2050.58,3325.85,125.57,4096,5,8,0.007,0.1631,"0"
8929.41,2661.31,11438.57,88.99,8192,5,8,0.0273,0.186,"0"
17047.06,779.91,3571.38,135.18,16384,1,4,0.1688,0.1315,"3"
1625.99,3480.74,3064.77,291.89,2048,54,14,0.0487,0.1361,"1"
25360.61,70835.96,3283.31,658.15,16384,2,5,0.0041,0.8031,"2"
1018.81,2436.98,4234.09,36.36,8192,0,6,0.0403,0.0639,"0"
1588.88,2312.34,1527.33,145.93,4096,2,4,0.0133,0.0069,"0"
9781.67,3083.75,2788.54,71.65,8192,61,3,0.0073,0.0606,"1"
62906.31,3428.68,398.78,63.37,16384,2,10,0.0196,0.0356,"0"
56290.24,2395.89,490.85,16.29,1024,1,7,0.007,0.0822,"0"
106376.82,2001.69,2783.92,133.22,1024,1,4,0.0084,0.1555,"0"
49939.1,5380.31,940.55,34.06,1024,1,6,0.0421,0.1018,"0"
11618.44,1552.28,263.35,148.24,65535,1,7,0.0019,0.0887,"0"
41429.59,1529.98,5570.12,126.42,8192,0,4,0.033,0.0062,"0"
88757.91,3169.47,1348.66,39.25,8192,5,5,0.0396,0.1605,"0"
33100.87,2738.71,3878.73,133.21,4096,1,3,0.0475,0.1916,"0"
12252.47,11871.39,3778.82,313.33,2048,3,4,0.0136,0.9806,"2"
99599.94,5487.72,488.52,12.77,65535,1,6,0.0154,0.0033,"0"
7753.19,3576.64,1243.91,224.95,2048,63,2,0.0333,0.0234,"1"
96556.3,1629.95,5244.2,83.35,1024,2,3,0.0175,0.008,"0"
14233.24,254.51,2687.11,24.79,65535,1,5,0.035,0.0193,"0"
21128.77,1073.68,2293.09,107.02,2048,0,4,0.0148,0.1485,"0"
9936.32,2595.95,4309.81,76.88,4096,1,4,6e-04,0.024,"0"
22620.86,268.83,5992.81,167.08,16384,68,2,0.0154,0.1849,"1"
216559.51,2906.12,5228.88,93.99,65535,1,2,0.0411,0.0431,"0"
201467.28,1681.31,3050.13,53.71,65535,1,7,0.0254,0.003,"0"
1043.09,89949.25,1033.94,290.21,4096,2,6,0.0253,0.7929,"2"
55043.9,3738.76,2241.57,30.79,16384,2,5,0.0449,0.1021,"0"
17723.06,460.53,2012.88,49.44,65535,6,2,0.0295,0.1226,"0"
12164.98,2648.74,3257.58,12.48,65535,2,5,0.0233,0.1987,"0"
767.17,1080.21,1841.08,81.82,1024,2,5,0.0053,0.157,"0"
220264.69,2314.68,3255.1,64.5,8192,3,8,0.0134,0.1648,"0"
37623.48,1700.96,5217.67,29.27,16384,0,6,0.0387,0.1584,"0"
121861.29,4046.81,6857.49,87.67,2048,2,5,0.036,0.1918,"0"
25522.54,35442.58,4547.56,568.35,2048,3,3,0.0132,0.7564,"2"
26955.7,3549.42,729.94,65.31,65535,3,7,0.0443,0.1383,"0"
13572.45,1415.09,8028.13,142.42,16384,2,3,0.0108,0.1775,"0"
17534.08,1248.74,1375.47,37.6,1024,0,9,0.035,0.1464,"0"
3349.18,2115.14,434.74,92.89,16384,4,5,0.0032,0.0888,"0"
20007.62,4537.37,1696.59,119.15,16384,2,3,0.0241,0.0475,"0"
328.82,3001.12,3921.77,7.3,8192,3,4,0.0307,0.0886,"0"
57695.92,1905.8,361.27,112.18,8192,2,4,0.0265,0.1619,"0"
17469.7,2723.89,3273.62,126.71,4096,1,5,0.0407,0.1026,"0"
28103.97,76991.52,9735.41,922.65,1024,4,6,0.0139,0.8227,"2"
53851.3,2176.35,2477.8,102.09,65535,1,5,0.0233,0.1332,"0"
12618.27,607.03,2277.19,143.34,8192,0,3,0.2135,0.13,"3"
18042.64,1053.77,5807.36,73.84,8192,3,4,0.0219,0.0613,"0"
194.78,2641.78,938.82,13.08,8192,1,5,0.022,0.1084,"0"
143332.27,878.4,6927.56,59.66,2048,2,4,0.0475,0.0906,"0"
14193.32,1721.83,2909.79,79.65,2048,73,3,0.0115,0.0643,"1"
3779.55,5064.17,2469.82,15.76,8192,0,5,0.0177,0.1588,"0"
882.12,3014.78,2787.67,137.23,8192,1,2,0.0476,0.0359,"0"
55070.99,29931.3,2296.04,714.47,16384,4,6,0.0106,0.7457,"2"
618.74,98041.16,1628.99,204.79,2048,1,7,0.0275,0.8803,"2"
90847.34,2141.81,2852.24,297.65,65535,156,9,0.0448,0.193,"1"
96067.63,1167.84,6048.58,58.3,8192,2,3,0.0346,0.1083,"0"
66530.78,3011.49,2344.48,8.71,65535,1,8,0.0456,0.019,"0"
92839.37,49903.23,2181.72,518.7,2048,0,4,0.0286,0.8787,"2"
7584.47,1353.57,4323.7,64.43,8192,1,5,1e-04,0.0662,"0"
14111.13,5132.75,7094.09,24.65,1024,1,5,1e-04,0.1384,"0"
32842.96,10902.02,1535.61,656.23,8192,0,6,0.0494,0.91,"2"
39223.18,2071.3,4154.94,103.15,16384,2,3,0.0104,0.0135,"0"
22129.45,75311.33,2398.2,514.08,65535,1,9,0.0105,0.8575,"2"
23795.24,1330.59,2211.02,99.83,16384,2,2,0.047,0.0737,"0"
18221.24,154.12,6556.89,118.62,4096,2,5,0.0481,0.1622,"0"
80662.39,1646.23,6692.26,130.4,2048,0,5,0.0199,0.1078,"0"
14111,4251.85,4875.25,77.19,65535,4,8,0.0181,0.1006,"0"
62461.2,4421.98,1847.71,22.44,1024,2,4,0.0265,0.0131,"0"
8679.47,4941.47,1017.38,77.35,8192,1,8,0.0278,0.0909,"0"
46436.69,6886.56,5119.05,206.92,8192,197,9,0.0258,0.1236,"1"
39584.77,5077.77,2252.92,57.73,16384,5,1,0.0364,0.0306,"0"
72326.2,3409.28,1190.27,107.65,2048,3,5,0.034,0.1897,"0"
26909.6,1702.73,740.72,174.49,1024,127,7,0.0076,0.0447,"1"
24292.04,239.34,1285.81,23.87,8192,2,6,0.1887,0.1079,"3"
25782.31,881.24,168.34,121.75,2048,1,6,0.3057,0.1872,"3"
46485.55,8295.9,3495.85,97.11,65535,0,10,0.0126,0.0827,"0"
17171.19,3199.74,4109.63,84.41,16384,114,2,0.0033,8e-04,"1"
82269.1,1540.56,4925.47,266.26,65535,151,5,0.02,0.1158,"1"
22742.25,2499.57,4389.15,253.52,65535,44,6,0.0232,0.1893,"1"
50408.58,94311.71,415.22,782.25,4096,2,8,0.0078,0.7493,"2"
8327.9,811.72,3954.26,46.87,8192,2,5,0.0287,0.0479,"0"
101933.79,2938.84,1784.05,74.62,16384,1,4,0.0184,0.0299,"0"
8064.38,5139.61,2847.33,292.21,65535,199,5,0.045,0.0258,"1"
16982.98,1773.28,2843.2,129.87,2048,0,4,0.0321,0.1917,"0"
170410.04,3908.47,2869.7,246.65,8192,57,5,0.0413,0.0503,"1"
50276.05,1444.09,5855.39,121.64,8192,2,2,0.0116,0.084,"0"
8087.78,4540.74,2873.4,84.62,4096,3,3,0.0178,0.1952,"0"
109334.56,28727.55,8229.54,564.04,8192,0,9,0.0177,0.7674,"2"
53079.15,3314.56,3232.26,67.58,8192,119,4,0.0338,0.0882,"1"
34851.76,3343.79,4150.34,252.39,4096,102,9,0.0412,0.0235,"1"
18584.95,1622.63,3421.04,17.47,2048,1,5,0.0026,0.0877,"0"
618.12,4689.55,6037.26,242.53,1024,184,2,0.0163,0.0182,"1"
6786.71,4068.81,350.89,50.8,1024,0,4,0.0235,0.0968,"0"
181750.06,589.85,6816.69,138.35,65535,5,4,0.0468,0.0644,"0"
34433.29,1388.05,3838.39,295.31,16384,156,3,0.0086,0.0854,"1"
132639.68,1951.4,1745.5,142.56,16384,1,6,0.029,0.1669,"0"
80611.76,2515.62,1852.37,43.34,16384,7,8,0.0482,0.1605,"0"
31457.18,3787.49,1488.37,125.95,4096,1,4,0.0053,0.1051,"0"
46174.15,419.6,1780.57,108.2,65535,1,3,0.0213,0.1324,"0"
99201.54,5955.25,5669.35,75.14,8192,6,6,0.011,0.0092,"0"
28818.65,3340.74,2783.53,34.47,16384,0,7,0.1521,0.1389,"3"
161236.95,6023.83,1137.18,5.04,1024,3,9,0.0391,0.1727,"0"
15916.73,1354.91,3814.93,106.09,65535,0,2,0.3913,0.1098,"3"
83362.53,43151.64,3198.95,282.72,8192,6,4,0.0137,0.9983,"2"
7825.16,1676.63,1255.51,50.67,2048,5,4,0.0339,0.0106,"0"
82897.06,2745.14,2604.59,94.39,65535,1,6,0.0398,0.0667,"0"
12800.22,5498.02,4458.18,144.85,16384,0,7,0.0316,0.0739,"0"
1588.11,4811.06,4382.93,90.15,16384,1,4,0.0419,0.1782,"0"
113892.79,492.01,7289.14,122.04,1024,2,4,0.0371,0.0062,"0"
30048.97,55408.58,681.92,899.79,16384,3,10,0.0095,0.8728,"2"
40194.37,1789.17,3597.26,130.82,16384,1,5,0.0099,0.0101,"0"
6883.88,1125.15,1465.64,63.55,4096,4,6,0.0176,0.1024,"0"
123336.23,1084.65,1951.13,214.09,8192,199,5,0.0233,0.0089,"1"
1920.77,1533.58,2989.24,39.39,1024,6,4,0.0417,0.0602,"0"
56152.26,4845.57,1420.12,119.03,16384,1,7,0.016,0.1075,"0"
112701.92,2267.6,871.79,119.59,16384,1,5,0.0447,0.1457,"0"
27521.33,4379.46,1860,99.05,2048,4,3,0.0383,0.0898,"0"
79818.23,1455.97,3063.88,51.31,8192,1,6,0.046,0.1465,"0"
3318.42,4635.96,5039.58,6.27,4096,2,7,0.0139,0.078,"0"
18869.83,11148.81,5122.46,81.54,2048,3,3,0.0076,0.1954,"0"
6625.6,5449.92,2851.1,14.43,8192,2,4,0.0416,0.1006,"0"
166068.57,445.74,5981.14,19.71,1024,2,3,0.0126,0.1001,"0"
5214.92,931.89,10161.14,110.82,2048,3,4,0.0265,0.0893,"0"
627.55,988.04,4703.46,117.87,1024,1,7,0.0099,0.1189,"0"
77338.2,4705.67,4705.71,25.48,4096,4,5,0.0256,0.0018,"0"
139080.79,2974.53,4878.7,55.5,65535,3,2,0.0191,0.1792,"0"
1011.07,3865.9,1947.18,0.56,4096,1,10,0.0427,0.1585,"0"
216285.32,8909.62,4687.5,202.33,16384,113,5,0.0443,0.1113,"1"
33273.82,1932.94,5025.62,20.84,1024,4,4,0.0344,0.1258,"0"
12821.73,1406.39,1703.67,1.9,16384,4,7,0.0104,0.1852,"0"
47111.07,1733.48,890.16,39.85,8192,1,5,0.0425,0.0246,"0"
66659.09,53930.13,3862.3,633.45,65535,4,6,0.019,0.7059,"2"
38777.49,1676.21,757.22,72.37,65535,1,6,0.0125,0.1653,"0"
8163.06,2578.71,1253.97,144.69,65535,3,6,0.3315,0.134,"3"
115825.86,846.79,4915.26,147.56,8192,2,4,0.025,0.0467,"0"
4677.83,789.39,1622.82,34.26,4096,3,3,0.0479,0.0315,"0"
53127.38,3892.81,4476.06,60.31,1024,3,7,0.005,0.1986,"0"
11356.17,883.91,3150.04,73.34,65535,0,4,0.0085,0.0243,"0"
29434.83,1080.65,3485.88,147.62,2048,1,6,0.021,0.0046,"0"
77460.27,2453.27,4157.66,108.03,65535,3,9,0.0154,0.1617,"0"
14714.92,643.7,1104.32,86.79,1024,0,3,0.0029,0.0754,"0"
91961.08,3055.49,805.09,107.94,2048,4,2,0.0386,0.1662,"0"
5793.48,4979.09,995.74,128.93,2048,6,5,0.2462,0.1246,"3"
195929.19,4218.98,5240.4,125.31,8192,2,2,0.0442,0.144,"0"
33510.3,2433.55,3298.74,130.8,16384,2,3,0.0011,0.0506,"0"
24697.96,437.87,9044.22,73.02,2048,3,4,0.0211,0.0634,"0"
5578.9,606.6,1640.35,42.8,4096,2,1,0.0228,0.0494,"0"
117600.71,894.75,4741.02,98.64,2048,0,6,0.0201,0.058,"0"
116150.03,1572.82,2766.42,114.76,4096,0,7,0.0344,0.1033,"0"
11763.13,3017.34,2233.77,39.45,65535,1,6,0.1314,0.1847,"3"
18136.43,3036.04,2400.96,5.26,65535,4,4,0.2674,0.1713,"3"
74919.1,786.4,1045.04,136.22,4096,2,7,0.0146,0.0663,"0"
22482.1,50380.53,4650.92,728.9,1024,7,6,0.0268,0.8408,"2"
7800.43,4430.1,4206.78,76.71,65535,43,6,0.0014,0.1302,"1"
119300.71,3207.01,766.15,103.17,2048,3,5,0.0341,0.0385,"0"
19979.76,955.32,4104.72,131.17,2048,5,4,0.3061,0.1098,"3"
22990.09,6325.47,783.09,56.81,4096,1,3,0.0113,0.1134,"0"
30274.12,21929.14,2989.12,786.45,16384,2,3,0.0345,0.9157,"2"
55151.39,2944.05,3510.72,11.19,8192,2,9,0.0218,0.1107,"0"
20084,1706.12,3176.95,58.18,1024,1,7,0.0382,0.168,"0"
3461.9,5425.51,1520.37,149.47,8192,1,3,0.0404,0.1661,"0"
11598.04,4838.34,929.01,48.44,65535,2,4,0.024,0.117,"0"
38463.42,3752.93,2612.16,52.51,1024,2,7,0.0347,0.1488,"0"
174750.25,1631.29,1619.76,61.3,1024,5,2,0.0349,0.1461,"0"
22602.88,2197.36,2285.29,116.53,8192,1,6,0.0401,0.1564,"0"
21426.43,55447.77,4858.7,997.42,2048,2,3,8e-04,0.7413,"2"
10670.99,1845,2435.81,131.59,2048,3,3,0.0093,0.1711,"0"
39764.3,5737.49,2166.8,52.15,4096,1,6,0.0237,0.0283,"0"
4256.21,1980.57,8095.48,84.76,2048,2,11,0.0016,0.1685,"0"
47117.1,1748.87,6393.02,65.21,16384,0,8,0.0243,0.1834,"0"
53006.85,1944.64,2826.68,8.38,65535,4,4,0.0149,0.0608,"0"
27902.17,2718.17,3069.76,81.85,1024,0,8,0.0035,0.1538,"0"
56107.17,45837.31,2453.24,929.33,4096,1,5,0.0064,0.7835,"2"
9300.82,4761.58,1940.61,72.16,1024,1,2,0.0086,0.1922,"0"
32824.2,707.44,7088.54,51.66,4096,1,2,0.0191,0.1815,"0"
19746.38,1175.33,9806.38,51.34,1024,2,8,0.0403,0.1902,"0"
177090.99,2015.89,1101.6,62.06,16384,2,4,0.0499,0.0627,"0"
7013.51,5348.91,2465.9,33.52,8192,2,4,0.0453,0.13,"0"
17270,2221.62,676.05,61.43,65535,1,9,0.372,0.1575,"3"
8225.66,10136.8,6764.48,13.95,65535,5,5,0.0208,0.0328,"0"
159590.5,1416.83,805.93,140.59,16384,2,6,0.0462,0.038,"0"
8000.2,2054.61,3150.55,14.65,2048,0,5,0.0193,0.0215,"0"
10138.67,1236.25,7748.22,45.29,4096,0,3,0.0245,0.1586,"0"
21671.29,2818.95,3228,69.97,65535,3,6,0.0479,0.1343,"0"
21772.13,16899.02,3128.77,588.59,2048,2,2,0.0362,0.861,"2"
211407.25,3690.97,1954.18,129.93,16384,1,3,0.0097,0.1613,"0"
43110.47,7997.08,1722.75,133.04,65535,0,3,0.0365,0.1899,"0"
16626.19,1657.65,3042.63,113.67,16384,1,3,0.0249,0.0896,"0"
37859.88,8467.39,4967.24,56.26,1024,1,4,0.0072,0.1599,"0"
71057.37,2691.6,3123.58,41.21,1024,0,4,0.0384,0.1853,"0"
229267.8,15846.38,6398.46,285.69,4096,3,5,0.0092,0.7707,"2"
10834.59,2764.66,5106.64,114.23,1024,4,2,0.0101,0.0375,"0"
12408.42,70188.83,3477.33,397.22,16384,2,6,0.0172,0.9794,"2"
60635.73,1911.16,7712.57,105.93,8192,3,7,0.0065,0.1548,"0"
155608.95,604.31,4139.4,5.81,4096,4,9,0.0464,0.169,"0"
10809.53,3832.09,1202.31,114.25,8192,1,5,0.018,0.0806,"0"
9025.74,5034.11,2494.6,75.95,4096,3,5,0.0093,0.0798,"0"
122068.33,734.27,1255.2,79.9,16384,8,5,0.0283,0.1317,"0"
56158.86,80981.66,4901.26,789.44,8192,8,3,0.0458,0.7453,"2"
26387.74,3041.24,2650.56,81.47,65535,4,5,0.0186,0.1879,"0"
92728.53,4746.52,1433.86,17.22,65535,3,6,0.0464,0.0806,"0"
23706.59,1202.67,1488.38,99.02,1024,2,6,0.0483,0.0828,"0"
123182.06,2335.28,2393.91,130.52,4096,4,3,0.0233,0.0492,"0"
21965.23,2712.68,2511.64,94.89,1024,0,7,0.0011,0.1318,"0"
104028.93,310.82,1692.81,143.76,16384,4,4,0.0173,0.1345,"0"
10940.87,4412.68,2618.59,24.25,65535,3,9,0.0053,0.1962,"0"
18211.92,2618.54,11715.1,72.52,2048,2,4,0.0324,0.1535,"0"
26351.56,3934.54,973.66,36.57,1024,2,3,0.0077,0.0777,"0"
13597.17,5946.04,655.52,72.16,4096,1,1,0.0183,0.0908,"0"
13705.28,1390.03,6220.51,71.58,8192,2,7,0.0123,0.1112,"0"
803.3,3626.26,7240.2,5.48,2048,0,8,0.0116,0.1376,"0"
207867.59,2094.71,1508.37,45.23,65535,1,5,0.0432,0.1146,"0"
126669.42,74561.04,2061.23,694.65,8192,0,2,0.0155,0.8013,"2"
103970.93,5692.42,1713.93,78.21,2048,2,3,0.0415,0.0769,"0"
32288.74,4951.67,1996.77,91.04,4096,2,5,0.0039,0.0047,"0"
9830.67,1443.11,4020.51,84.91,16384,1,8,0.049,0.1312,"0"
269254.41,8121.13,3358.39,119.86,65535,2,9,0.0398,0.1317,"0"
7754.23,2657.84,1155.68,24.59,16384,2,4,0.0107,0.1714,"0"
106854.13,2438.43,2013.05,55.92,1024,5,5,0.0038,0.0418,"0"
38488.1,4291.1,5643.04,64.71,16384,0,4,0.0249,0.0118,"0"
163268.75,2184.03,2537.08,149.21,4096,3,4,0.0236,0.0029,"0"
44755.57,2021.23,2116.69,76.15,65535,2,2,0.0147,0.1955,"0"
4971.99,2104.21,4528.53,41.26,8192,2,1,0.0015,0.189,"0"
221718.79,2063.21,1863.19,19.8,4096,1,2,0.0347,0.0364,"0"
627.45,5723.98,3353.22,16.19,2048,1,6,0.003,0.1255,"0"
5465.64,6114.46,1996.74,28.48,1024,10,1,0.0443,0.1486,"0"
17670.59,4554.28,2203.71,66.84,4096,0,7,0.0348,0.182,"0"
4032.64,2371.45,3540.9,1.38,16384,3,4,0.021,0.0275,"0"
5753.9,14133.83,1502.84,56.27,8192,0,7,0.0375,0.1771,"0"
13078.43,78951.13,1441.38,814.73,1024,2,3,0.0266,0.8776,"2"
27460.36,5266.13,221.31,33.49,8192,0,5,0.0435,0.0466,"0"
38653.81,51612.08,6180.03,332.25,4096,1,6,0.0019,0.8396,"2"
104708.08,3717.47,5753.61,113.87,2048,3,6,0.0194,0.0482,"0"
155833.35,2946.11,1380.48,85.05,8192,2,2,0.0442,0.1336,"0"
11761.36,3670.8,2620.97,51.56,16384,1,7,0.012,0.0652,"0"
108538.76,3905.75,3486.66,97.47,8192,3,5,0.018,0.0511,"0"
9334.5,4394.77,394.78,41.41,65535,2,3,0.0393,0.1545,"0"
56266.76,817.71,4953.36,46.02,65535,1,6,0.0023,0.1922,"0"
49226.16,3976.55,1839.56,36.07,2048,0,6,0.0322,0.1733,"0"
9174.41,3409.28,2512.88,33.01,16384,5,7,0.0138,0.1295,"0"
17134.89,2399.14,3441.82,113.24,1024,2,8,0.0401,0.0243,"0"
36615.91,2225.12,2022.54,114.66,65535,5,4,0.0238,0.0514,"0"
119060.1,1062.06,12662.01,125.38,4096,2,3,0.0346,0.1664,"0"
46515.57,5928.34,427.48,68.16,8192,2,3,0.023,0.1443,"0"
46190.5,3344.37,1414.26,77.47,2048,1,5,0.0492,0.0673,"0"
16472.94,4881.46,4117.06,89.74,16384,1,2,0.0224,0.1816,"0"
26953.29,1787.07,5311.26,106.32,2048,1,1,0.3138,0.1226,"3"
44368.75,714.04,2291.34,89.76,16384,1,4,0.0493,0.1838,"0"
19737.29,3801.18,866.93,128.47,2048,1,10,0.0417,0.121,"0"
48052.69,37614.94,1042.43,570.57,2048,2,9,0.0044,0.9101,"2"
10203.44,3333.04,4604.48,128.94,65535,3,1,0.2329,0.1669,"3"
60858.86,898.11,391.32,45.78,2048,2,3,0.0246,0.1367,"0"
67650.16,3743.61,2898.94,40.81,4096,1,4,0.0151,0.0869,"0"
30117.37,3118.74,5921.02,126.41,2048,152,4,0.0072,0.0795,"1"
5361.68,1487.51,2886.41,1.31,2048,0,7,0.0015,0.0729,"0"
2759.24,2576.4,1089.61,86.57,2048,3,5,0.0452,0.121,"0"
36550.24,5856.55,11368.1,110.58,2048,1,7,0.0241,0.0869,"0"
15103.37,5654.44,6161.63,76.41,16384,1,3,0.0062,0.0244,"0"
2275.6,8801.53,817.46,149.79,65535,4,7,0.0403,0.0438,"0"
28510.28,3323.91,9461.73,47.7,16384,1,5,0.0426,0.0932,"0"
32412.1,176.44,4357.32,121.21,16384,4,5,0.0148,0.042,"0"
82959.33,52294.27,4487.59,894.11,8192,2,4,0.0049,0.8871,"2"
8069.18,3520.07,3139.48,111.31,1024,2,5,0.0224,0.1169,"0"
161889.82,2643.19,1645.94,89.26,8192,2,3,0.0468,0.0812,"0"
39951.65,2680.27,2390.05,134.54,65535,3,3,0.0351,0.0567,"0"
15919.47,1850.24,2136.19,188.91,16384,94,14,0.0386,0.067,"1"
60422.29,3054.74,3726.19,65,1024,1,7,0.042,0.1465,"0"
20498.89,2436.05,1753.31,10.59,16384,1,5,0.0251,0.106,"0"
3944.68,7998.35,2553.38,125.24,2048,64,3,9e-04,0.0195,"1"
4208.39,6297.86,5372.66,87.36,1024,0,7,3e-04,0.0264,"0"
117520.13,5213.76,7542.76,72.14,65535,0,7,0.0291,0.1286,"0"
36486.77,1990.19,4683.63,62.58,65535,3,2,0.043,0.0058,"0"
24034.99,319.01,4542.8,10.43,16384,2,2,0.0236,0.1776,"0"
28201.13,93415.09,4723.11,688.78,4096,0,6,0.0411,0.9122,"2"
52921.05,1041.31,2013.02,83.91,16384,1,2,0.0355,0.0101,"0"
40331.86,2277,1002.93,265.92,65535,37,7,0.0207,0.158,"1"
90076.02,6277.18,6916.3,79.52,8192,181,4,0.0477,0.083,"1"
91397.17,2828.15,3223.15,83.75,16384,1,4,0.0421,0.0773,"0"
28602.49,943.77,10466.58,51.64,16384,5,3,0.0147,0.0933,"0"
100504.84,1172.31,2431.16,93.94,16384,5,4,0.0095,0.03,"0"
81001.25,3966.59,4534.44,75.09,1024,2,3,0.0146,0.1368,"0"
92466.57,4076.98,6649.37,121.29,8192,0,3,0.011,0.1402,"0"
31153.45,19223.61,904.5,380.52,16384,6,3,0.0341,0.9493,"2"
35226.16,1547.97,6411.9,17.53,8192,2,8,0.0442,0.0354,"0"
108024.81,962.86,1321.96,148.18,2048,2,6,0.021,0.1534,"0"
17362.18,434.46,5076.21,45.03,65535,1,10,0.0484,0.0428,"0"
82731.15,18576.07,2536.68,990.96,4096,2,0,0.0365,0.867,"2"
43023.77,96171.49,5879.23,721,1024,3,2,0.0078,0.8473,"2"
346541.98,2109.63,2758.43,205.41,2048,65,7,0.0403,0.0414,"1"
15591.71,788.76,2359.29,276.72,4096,159,7,0.0292,0.1251,"1"
182343.68,7218.02,3516.16,99.29,65535,2,10,0.044,0.0546,"0"
37670.08,57835.69,4598.56,703.09,2048,0,3,0.0466,0.7677,"2"
9009.68,8148.98,328.86,62.99,4096,1,5,0.0104,0.0488,"0"
75911.2,4219.76,4542.35,50.86,4096,2,2,0.047,0.1049,"0"
22789.41,5974.33,1677.23,15.37,65535,0,6,0.0284,0.0955,"0"
15652.34,2281.16,779.87,125.55,65535,1,6,0.0262,0.1964,"0"
44522.94,825.68,6162.79,8.83,65535,1,9,0.0269,0.0997,"0"
1075.54,5810.04,4389.95,75.59,1024,4,4,0.0397,0.1495,"0"
13773.36,5165.01,5000.61,91.83,4096,0,4,0.0205,0.082,"0"
10725.75,9676.34,2902.63,19.93,2048,3,6,0.2568,0.0046,"3"
18266.39,2788.5,1845.53,118.06,1024,2,8,0.0379,0.0136,"0"
13160.76,84074.43,3761.6,886.54,4096,2,2,0.0482,0.937,"2"
17855.35,3315.41,3875.95,60.16,1024,2,10,0.3601,0.1814,"3"
30027.59,1359.88,2930.09,111.81,2048,4,0,0.0417,0.0246,"0"
20839.36,3795.18,4701.47,84.19,2048,3,4,0.0213,0.1145,"0"
22969.15,2694.68,938.82,127.59,2048,147,4,0.0081,0.125,"1"
115744.06,36306.55,6575.29,323.35,2048,2,1,0.0116,0.7719,"2"
28109.8,3001.02,2336.05,94.32,8192,2,3,0.021,0.014,"0"
2831.65,2010.73,2742.81,134.9,65535,1,7,0.0151,0.1159,"0"
2407.33,7337.45,4299.73,96.47,4096,47,2,0.0444,0.0655,"1"
46768.78,1522.5,350.81,102.26,65535,4,6,0.02,0.1736,"0"
115745.08,882.52,8510.09,56.47,4096,1,4,0.0222,0.0512,"0"
12632.79,967,4149.73,58.75,1024,1,5,0.0068,0.0037,"0"
54523.51,1176.59,604.75,285.53,2048,54,6,0.0099,0.1299,"1"
97658.45,496.7,3327.74,282.15,8192,69,5,0.0065,0.0165,"1"
100783.13,1028.09,6721.36,96.99,65535,3,4,0.0265,0.1353,"0"
8220.56,3080.53,796.61,30.48,4096,2,7,0.0307,0.0834,"0"
42596.88,94321.73,107.12,850.59,1024,5,5,0.0191,0.9005,"2"
67112.47,2277.88,1815.72,20.95,1024,4,7,0.0419,0.0665,"0"
22215.71,1809.96,3369.12,135.15,8192,3,4,0.0416,0.143,"0"
85888.41,2062.61,8715.39,32.71,65535,1,4,0.0468,0.0562,"0"
96996.34,17730.07,9280.22,730.27,65535,3,3,0.0052,0.7863,"2"
7338.5,379.39,1882.5,86.52,16384,0,9,0.009,0.0192,"0"
36663.61,1844.94,6103.78,142.02,4096,2,4,0.0035,0.145,"0"
39978.69,5366.08,2727.63,285.96,8192,22,5,0.0047,0.111,"1"
6692.17,881.77,374.02,29.82,16384,2,4,0.0391,0.0694,"0"
80149.65,4054.18,4110.87,20.76,8192,2,7,0.0402,0.1814,"0"
21471.16,29832.31,930.48,609.7,1024,1,4,0.0108,0.8093,"2"
51804.93,6329.13,436.44,147.16,1024,3,2,0.0144,0.1751,"0"
7900.73,1371.79,840.54,72.42,65535,3,2,0.0114,0.1871,"0"
55760.34,285.3,2661.17,137.73,65535,1,5,6e-04,0.1869,"0"
19278.83,1035.68,755.57,91.87,8192,1,4,2e-04,0.0745,"0"
60810.95,3726.15,1431.41,27.14,1024,4,6,0.027,0.0034,"0"
128154.99,2856.17,3581.48,177.11,65535,123,8,0.0135,0.0192,"1"
25696.18,1803.6,11303.38,99.66,1024,6,5,0.0489,0.0064,"0"
86143.88,2598.93,585.96,199.07,2048,128,5,0.0434,0.0911,"1"
4489.44,1989.63,1817.84,259.25,16384,39,7,0.0349,0.1842,"1"
64203.62,6872.29,5087.49,15.58,8192,6,7,0.0287,0.1898,"0"
7152.44,2593.41,2622.42,105.67,8192,1,2,0.0137,0.0152,"0"
68150.64,1425.79,3016.32,117.09,1024,1,5,0.0081,0.1754,"0"
8634.02,4866.15,5499.03,13.28,8192,3,5,0.033,0.1819,"0"
33528.92,1309.11,3648.86,83.26,8192,3,5,0.0142,0.1288,"0"
26064.16,6527.79,4817.87,30.37,8192,3,8,0.0495,0.0882,"0"
28382.69,1234.2,8426.49,107.68,8192,3,6,0.0289,0.0391,"0"
59313.4,3501.6,1792.37,252.44,8192,67,8,0.0387,0.1055,"1"
28660.52,6103.49,2104.96,40.52,16384,1,3,0.3962,0.0795,"3"
100052.49,3438.14,12772.79,142.45,2048,2,7,0.0338,0.0951,"0"
9900.98,1929.79,4201.73,47.77,2048,0,6,0.0134,0.0858,"0"
69672.4,1076.36,856.9,61.68,1024,4,5,0.0121,0.0819,"0"
